"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 07, 2014","3,507.75","3,522.21","3,551.21","3,482.75","246.22M","-0.89%"
"Apr 08, 2014","3,538.23","3,511.82","3,543.98","3,499.00","217.52M","0.87%"
"Apr 09, 2014","3,600.44","3,552.07","3,602.35","3,544.09","187.97M","1.76%"
"Apr 10, 2014","3,487.76","3,597.58","3,599.64","3,479.15","252.61M","-3.13%"
"Apr 11, 2014","3,446.84","3,453.24","3,502.33","3,440.55","236.37M","-1.17%"
"Apr 14, 2014","3,474.63","3,479.66","3,493.17","3,443.26","170.09M","0.81%"
"Apr 15, 2014","3,487.85","3,484.29","3,505.66","3,414.11","214.22M","0.38%"
"Apr 16, 2014","3,533.09","3,517.50","3,533.09","3,489.29","187.40M","1.30%"
"Apr 17, 2014","3,534.53","3,526.57","3,551.02","3,511.27","198.96M","0.04%"
"Apr 21, 2014","3,559.95","3,543.65","3,559.95","3,525.59","135.51M","0.72%"
"Apr 22, 2014","3,588.80","3,570.51","3,596.92","3,566.87","159.85M","0.81%"
"Apr 23, 2014","3,557.04","3,587.65","3,588.05","3,555.19","154.62M","-0.88%"
"Apr 24, 2014","3,591.03","3,609.82","3,613.20","3,552.93","206.38M","0.96%"
"Apr 25, 2014","3,533.09","3,569.92","3,573.95","3,525.60","197.07M","-1.61%"
"Apr 28, 2014","3,545.03","3,546.96","3,570.11","3,489.60","218.01M","0.34%"
"Apr 29, 2014","3,573.99","3,557.77","3,579.03","3,538.24","154.41M","0.82%"
"Apr 30, 2014","3,582.02","3,556.00","3,585.50","3,548.11","188.33M","0.22%"
"May 01, 2014","3,594.36","3,589.66","3,613.03","3,580.02","163.99M","0.34%"
"May 02, 2014","3,587.64","3,608.84","3,611.56","3,578.53","157.29M","-0.19%"
"May 05, 2014","3,605.09","3,566.26","3,605.26","3,556.40","127.72M","0.49%"
"May 06, 2014","3,556.51","3,598.27","3,599.65","3,556.10","150.20M","-1.35%"
"May 07, 2014","3,546.47","3,561.47","3,567.55","3,506.35","240.67M","-0.28%"
"May 08, 2014","3,540.42","3,533.39","3,583.64","3,524.85","184.32M","-0.17%"
"May 09, 2014","3,555.70","3,537.68","3,556.35","3,516.24","161.22M","0.43%"
"May 12, 2014","3,612.73","3,574.24","3,613.37","3,572.69","152.23M","1.60%"
"May 13, 2014","3,611.13","3,614.91","3,625.77","3,605.78","150.19M","-0.04%"
"May 14, 2014","3,593.25","3,603.58","3,614.63","3,585.68","142.39M","-0.50%"
"May 15, 2014","3,565.17","3,594.59","3,598.34","3,542.63","205.57M","-0.78%"
"May 16, 2014","3,587.20","3,568.20","3,590.41","3,545.63","202.13M","0.62%"
"May 19, 2014","3,615.62","3,577.85","3,618.96","3,572.28","148.10M","0.79%"
"May 20, 2014","3,600.31","3,612.86","3,624.60","3,585.88","154.19M","-0.42%"
"May 21, 2014","3,635.61","3,605.79","3,636.47","3,605.51","142.85M","0.98%"
"May 22, 2014","3,650.86","3,639.49","3,660.59","3,633.85","136.63M","0.42%"
"May 23, 2014","3,677.33","3,656.27","3,678.16","3,646.23","121.31M","0.73%"
"May 27, 2014","3,723.07","3,693.18","3,723.07","3,691.09","150.74M","1.24%"
"May 28, 2014","3,712.26","3,720.89","3,726.72","3,708.65","131.02M","-0.29%"
"May 29, 2014","3,735.72","3,723.27","3,735.72","3,717.66","121.00M","0.63%"
"May 30, 2014","3,736.82","3,738.71","3,741.57","3,716.09","185.70M","0.03%"
"Jun 02, 2014","3,732.96","3,740.71","3,740.71","3,707.89","129.37M","-0.10%"
"Jun 03, 2014","3,730.07","3,719.17","3,735.97","3,715.45","127.70M","-0.08%"
"Jun 04, 2014","3,743.59","3,720.00","3,750.01","3,715.24","124.41M","0.36%"
"Jun 05, 2014","3,776.95","3,748.36","3,782.00","3,735.19","147.82M","0.89%"
"Jun 06, 2014","3,794.57","3,792.42","3,795.14","3,782.12","141.07M","0.47%"
"Jun 09, 2014","3,795.74","3,795.85","3,804.04","3,783.90","148.72M","0.03%"
"Jun 10, 2014","3,800.86","3,790.48","3,802.46","3,786.56","148.25M","0.13%"
"Jun 11, 2014","3,797.85","3,789.41","3,803.95","3,783.61","137.74M","-0.08%"
"Jun 12, 2014","3,763.80","3,790.59","3,794.99","3,751.69","152.79M","-0.90%"
"Jun 13, 2014","3,775.56","3,782.84","3,784.84","3,759.87","153.68M","0.31%"
"Jun 16, 2014","3,779.93","3,768.37","3,789.93","3,761.42","134.24M","0.12%"
"Jun 17, 2014","3,781.32","3,775.73","3,790.92","3,769.94","132.20M","0.04%"
"Jun 18, 2014","3,804.61","3,786.19","3,807.49","3,764.53","150.41M","0.62%"
"Jun 19, 2014","3,800.80","3,808.76","3,811.24","3,783.30","155.24M","-0.10%"
"Jun 20, 2014","3,802.64","3,803.10","3,807.92","3,794.51","374.50M","0.05%"
"Jun 23, 2014","3,805.31","3,802.25","3,806.19","3,794.85","140.13M","0.07%"
"Jun 24, 2014","3,799.53","3,807.49","3,837.17","3,791.12","172.35M","-0.15%"
"Jun 25, 2014","3,827.33","3,794.84","3,831.85","3,792.30","152.48M","0.73%"
"Jun 26, 2014","3,826.91","3,826.70","3,827.70","3,798.63","131.46M","-0.01%"
"Jun 27, 2014","3,844.44","3,825.02","3,844.89","3,823.21","221.16M","0.46%"
"Jun 30, 2014","3,849.48","3,844.45","3,860.65","3,841.70","155.66M","0.13%"
"Jul 01, 2014","3,894.33","3,864.14","3,902.93","3,863.81","138.36M","1.17%"
"Jul 02, 2014","3,899.27","3,895.18","3,904.35","3,890.77","116.70M","0.13%"
"Jul 03, 2014","3,923.01","3,911.11","3,923.15","3,901.32","103.53M","0.61%"
"Jul 07, 2014","3,910.71","3,917.89","3,923.92","3,904.67","128.46M","-0.31%"
"Jul 08, 2014","3,864.07","3,903.37","3,906.22","3,848.18","177.93M","-1.19%"
"Jul 09, 2014","3,892.91","3,873.17","3,896.38","3,863.20","146.91M","0.75%"
"Jul 10, 2014","3,880.04","3,837.29","3,895.72","3,837.16","134.22M","-0.33%"
"Jul 11, 2014","3,904.58","3,888.76","3,905.40","3,879.40","122.98M","0.63%"
"Jul 14, 2014","3,929.46","3,923.60","3,937.72","3,916.53","123.87M","0.64%"
"Jul 15, 2014","3,914.45","3,934.79","3,940.55","3,887.50","164.86M","-0.38%"
"Jul 16, 2014","3,932.33","3,943.60","3,947.49","3,927.01","205.59M","0.46%"
"Jul 17, 2014","3,878.01","3,921.87","3,933.88","3,866.22","203.44M","-1.38%"
"Jul 18, 2014","3,939.89","3,899.38","3,942.15","3,894.56","202.78M","1.60%"
"Jul 21, 2014","3,934.14","3,933.11","3,941.93","3,917.74","129.99M","-0.15%"
"Jul 22, 2014","3,961.62","3,950.83","3,966.10","3,949.09","142.21M","0.70%"
"Jul 23, 2014","3,986.19","3,974.66","3,990.64","3,967.96","185.57M","0.62%"
"Jul 24, 2014","3,983.19","3,994.18","3,997.50","3,975.66","186.40M","-0.08%"
"Jul 25, 2014","3,965.16","3,959.35","3,970.44","3,945.05","162.74M","-0.45%"
"Jul 28, 2014","3,967.24","3,966.31","3,977.00","3,936.72","156.43M","0.05%"
"Jul 29, 2014","3,959.03","3,974.05","3,983.42","3,957.22","158.03M","-0.21%"
"Jul 30, 2014","3,976.07","3,982.10","3,989.00","3,960.29","164.97M","0.43%"
"Jul 31, 2014","3,892.50","3,938.31","3,948.90","3,889.10","207.42M","-2.10%"
"Aug 01, 2014","3,879.67","3,886.10","3,908.21","3,855.35","166.21M","-0.33%"
"Aug 04, 2014","3,908.77","3,890.63","3,922.25","3,875.10","148.12M","0.75%"
"Aug 05, 2014","3,874.94","3,891.13","3,901.17","3,858.65","168.05M","-0.87%"
"Aug 06, 2014","3,874.27","3,851.44","3,896.65","3,849.45","164.29M","-0.02%"
"Aug 07, 2014","3,857.94","3,889.69","3,895.74","3,845.20","166.38M","-0.42%"
"Aug 08, 2014","3,888.09","3,864.09","3,890.63","3,848.49","155.59M","0.78%"
"Aug 11, 2014","3,910.46","3,899.98","3,921.19","3,899.37","116.90M","0.58%"
"Aug 12, 2014","3,905.22","3,904.45","3,916.73","3,887.58","113.88M","-0.13%"
"Aug 13, 2014","3,949.20","3,924.47","3,949.69","3,921.44","129.84M","1.13%"
"Aug 14, 2014","3,969.11","3,953.27","3,969.24","3,949.08","110.66M","0.50%"
"Aug 15, 2014","3,987.51","3,993.00","3,997.08","3,951.25","219.51M","0.46%"
"Aug 18, 2014","4,020.50","4,007.19","4,022.48","4,003.46","141.00M","0.83%"
"Aug 19, 2014","4,040.13","4,025.51","4,041.50","4,024.17","129.57M","0.49%"
"Aug 20, 2014","4,040.70","4,032.91","4,046.97","4,032.20","129.65M","0.01%"
"Aug 21, 2014","4,047.03","4,041.00","4,048.95","4,035.75","121.54M","0.16%"
"Aug 22, 2014","4,052.75","4,052.14","4,060.90","4,040.22","116.02M","0.14%"
"Aug 25, 2014","4,067.48","4,073.47","4,079.52","4,058.60","115.32M","0.36%"
"Aug 26, 2014","4,071.67","4,073.05","4,076.54","4,062.73","97.44M","0.10%"
"Aug 27, 2014","4,073.18","4,073.40","4,078.19","4,064.07","122.29M","0.04%"
"Aug 28, 2014","4,066.27","4,059.37","4,072.29","4,054.61","112.85M","-0.17%"
"Aug 29, 2014","4,082.56","4,081.02","4,082.97","4,062.18","136.09M","0.40%"
"Sep 02, 2014","4,095.81","4,093.12","4,095.87","4,078.18","147.67M","0.32%"
"Sep 03, 2014","4,070.96","4,103.97","4,104.43","4,063.49","151.73M","-0.61%"
"Sep 04, 2014","4,066.13","4,078.82","4,100.78","4,056.53","150.05M","-0.12%"
"Sep 05, 2014","4,089.92","4,067.37","4,089.98","4,051.75","153.54M","0.59%"
"Sep 08, 2014","4,095.47","4,086.52","4,105.50","4,076.63","157.70M","0.14%"
"Sep 09, 2014","4,061.88","4,094.02","4,110.86","4,053.11","176.26M","-0.82%"
"Sep 10, 2014","4,094.97","4,063.85","4,095.91","4,054.61","146.26M","0.81%"
"Sep 11, 2014","4,092.65","4,077.69","4,092.79","4,060.92","131.89M","-0.06%"
"Sep 12, 2014","4,069.23","4,087.16","4,089.62","4,057.53","168.13M","-0.57%"
"Sep 15, 2014","4,029.89","4,070.20","4,070.82","4,018.30","170.31M","-0.97%"
"Sep 16, 2014","4,067.27","4,012.53","4,073.14","4,009.98","168.18M","0.93%"
"Sep 17, 2014","4,073.57","4,066.76","4,090.95","4,048.58","164.45M","0.15%"
"Sep 18, 2014","4,103.08","4,084.51","4,103.41","4,080.82","145.06M","0.72%"
"Sep 19, 2014","4,100.09","4,113.02","4,118.91","4,084.45","539.73M","-0.07%"
"Sep 22, 2014","4,061.23","4,091.87","4,092.14","4,044.99","179.21M","-0.95%"
"Sep 23, 2014","4,051.57","4,045.67","4,069.21","4,043.26","166.69M","-0.24%"
"Sep 24, 2014","4,094.31","4,055.42","4,096.27","4,041.72","159.49M","1.05%"
"Sep 25, 2014","4,007.82","4,079.37","4,087.19","4,007.63","198.14M","-2.11%"
"Sep 26, 2014","4,053.72","4,016.97","4,057.47","4,015.02","165.07M","1.15%"
"Sep 29, 2014","4,047.18","4,009.66","4,056.43","4,008.58","144.55M","-0.16%"
"Sep 30, 2014","4,049.45","4,054.86","4,070.44","4,031.70","189.42M","0.06%"
"Oct 01, 2014","3,984.74","4,043.33","4,043.44","3,972.91","203.12M","-1.60%"
"Oct 02, 2014","3,985.87","3,984.80","3,996.75","3,934.94","177.79M","0.03%"
"Oct 03, 2014","4,027.31","4,004.75","4,040.56","3,995.81","167.93M","1.04%"
"Oct 06, 2014","4,016.27","4,041.40","4,046.71","4,004.21","139.05M","-0.27%"
"Oct 07, 2014","3,958.59","3,999.25","4,007.94","3,958.43","157.50M","-1.44%"
"Oct 08, 2014","4,041.12","3,960.79","4,048.79","3,938.16","201.43M","2.08%"
"Oct 09, 2014","3,969.32","4,031.61","4,040.53","3,965.37","200.66M","-1.78%"
"Oct 10, 2014","3,870.86","3,946.32","3,969.48","3,870.86","309.73M","-2.48%"
"Oct 13, 2014","3,807.99","3,866.89","3,893.66","3,807.89","246.14M","-1.62%"
"Oct 14, 2014","3,810.45","3,837.22","3,860.04","3,801.16","247.76M","0.06%"
"Oct 15, 2014","3,785.97","3,738.72","3,801.42","3,700.22","336.23M","-0.64%"
"Oct 16, 2014","3,765.28","3,706.70","3,795.07","3,704.82","273.19M","-0.55%"
"Oct 17, 2014","3,815.47","3,815.72","3,848.98","3,791.16","269.04M","1.33%"
"Oct 20, 2014","3,870.08","3,813.59","3,872.36","3,804.97","176.23M","1.43%"
"Oct 21, 2014","3,971.39","3,916.65","3,971.40","3,908.83","200.87M","2.62%"
"Oct 22, 2014","3,949.59","3,980.49","3,988.40","3,947.98","202.21M","-0.55%"
"Oct 23, 2014","4,012.27","3,989.86","4,032.22","3,984.15","188.79M","1.59%"
"Oct 24, 2014","4,042.02","4,019.84","4,045.19","4,003.43","171.90M","0.74%"
"Oct 27, 2014","4,046.01","4,031.88","4,052.50","4,019.23","144.40M","0.10%"
"Oct 28, 2014","4,106.62","4,063.07","4,107.19","4,062.21","166.83M","1.50%"
"Oct 29, 2014","4,090.55","4,091.62","4,104.06","4,062.49","180.78M","-0.39%"
"Oct 30, 2014","4,100.64","4,074.26","4,109.06","4,064.45","175.15M","0.25%"
"Oct 31, 2014","4,158.21","4,168.50","4,170.87","4,143.20","219.37M","1.40%"
"Nov 03, 2014","4,169.28","4,160.60","4,179.36","4,156.78","147.34M","0.27%"
"Nov 04, 2014","4,156.23","4,154.88","4,165.05","4,126.72","162.58M","-0.31%"
"Nov 05, 2014","4,153.27","4,179.23","4,179.93","4,140.21","170.30M","-0.07%"
"Nov 06, 2014","4,164.08","4,147.31","4,165.77","4,133.98","160.79M","0.26%"
"Nov 07, 2014","4,160.50","4,170.46","4,171.13","4,139.46","153.45M","-0.09%"
"Nov 10, 2014","4,175.95","4,162.59","4,179.98","4,151.48","154.25M","0.37%"
"Nov 11, 2014","4,187.16","4,173.61","4,187.31","4,165.25","125.44M","0.27%"
"Nov 12, 2014","4,195.40","4,174.47","4,199.19","4,173.02","136.91M","0.20%"
"Nov 13, 2014","4,213.48","4,202.77","4,228.68","4,194.33","151.97M","0.43%"
"Nov 14, 2014","4,224.99","4,214.97","4,225.18","4,198.59","139.30M","0.27%"
"Nov 17, 2014","4,213.79","4,215.29","4,225.48","4,194.18","144.29M","-0.27%"
"Nov 18, 2014","4,242.19","4,215.18","4,248.19","4,214.32","143.69M","0.67%"
"Nov 19, 2014","4,222.66","4,233.70","4,235.84","4,204.16","146.19M","-0.46%"
"Nov 20, 2014","4,242.09","4,204.54","4,245.17","4,202.36","146.09M","0.46%"
"Nov 21, 2014","4,251.32","4,284.41","4,285.27","4,237.38","227.19M","0.22%"
"Nov 24, 2014","4,284.32","4,262.09","4,285.00","4,258.41","148.71M","0.78%"
"Nov 25, 2014","4,288.23","4,290.68","4,302.44","4,279.90","169.83M","0.09%"
"Nov 26, 2014","4,317.99","4,291.87","4,319.41","4,289.51","125.09M","0.69%"
"Nov 28, 2014","4,337.78","4,330.96","4,347.09","4,326.20","107.51M","0.46%"
"Dec 01, 2014","4,287.81","4,323.95","4,332.55","4,274.68","161.88M","-1.15%"
"Dec 02, 2014","4,305.96","4,291.33","4,312.92","4,283.89","140.52M","0.42%"
"Dec 03, 2014","4,312.93","4,312.17","4,319.02","4,287.04","157.31M","0.16%"
"Dec 04, 2014","4,311.93","4,309.48","4,327.55","4,293.94","140.09M","-0.02%"
"Dec 05, 2014","4,311.57","4,318.28","4,324.42","4,302.04","140.59M","-0.01%"
"Dec 08, 2014","4,278.34","4,301.27","4,320.08","4,259.01","161.01M","-0.77%"
"Dec 09, 2014","4,294.67","4,228.20","4,297.73","4,216.86","150.06M","0.38%"
"Dec 10, 2014","4,224.87","4,284.50","4,297.00","4,218.85","167.92M","-1.63%"
"Dec 11, 2014","4,246.48","4,241.69","4,296.81","4,238.29","157.51M","0.51%"
"Dec 12, 2014","4,199.28","4,207.61","4,254.43","4,199.28","186.82M","-1.11%"
"Dec 15, 2014","4,157.41","4,224.17","4,236.06","4,145.01","198.27M","-1.00%"
"Dec 16, 2014","4,089.60","4,122.23","4,190.42","4,089.19","222.60M","-1.63%"
"Dec 17, 2014","4,165.10","4,095.75","4,175.98","4,089.09","190.53M","1.85%"
"Dec 18, 2014","4,267.77","4,230.35","4,267.77","4,213.21","202.46M","2.47%"
"Dec 19, 2014","4,281.78","4,272.75","4,300.40","4,258.33","471.29M","0.33%"
"Dec 22, 2014","4,293.67","4,271.87","4,295.27","4,270.54","174.17M","0.28%"
"Dec 23, 2014","4,279.30","4,308.95","4,309.03","4,274.51","147.97M","-0.33%"
"Dec 24, 2014","4,283.10","4,283.19","4,298.87","4,281.80","62.56M","0.09%"
"Dec 26, 2014","4,314.10","4,295.72","4,322.45","4,294.80","86.48M","0.72%"
"Dec 29, 2014","4,312.64","4,309.70","4,321.20","4,306.67","93.19M","-0.03%"
"Dec 30, 2014","4,282.35","4,301.15","4,309.13","4,277.75","92.96M","-0.70%"
"Dec 31, 2014","4,236.28","4,294.88","4,307.01","4,233.70","127.54M","-1.08%"
"Jan 02, 2015","4,230.24","4,258.60","4,276.72","4,206.45","133.32M","-0.14%"
"Jan 05, 2015","4,160.96","4,206.55","4,210.96","4,151.85","191.88M","-1.64%"
"Jan 06, 2015","4,110.83","4,174.78","4,176.26","4,090.33","195.67M","-1.20%"
"Jan 07, 2015","4,160.00","4,139.85","4,169.97","4,126.39","178.56M","1.20%"
"Jan 08, 2015","4,240.55","4,195.49","4,247.93","4,192.63","201.71M","1.94%"
"Jan 09, 2015","4,213.28","4,250.98","4,253.97","4,188.61","159.52M","-0.64%"
"Jan 12, 2015","4,169.97","4,221.52","4,223.88","4,158.11","175.80M","-1.03%"
"Jan 13, 2015","4,166.20","4,212.99","4,252.70","4,134.94","211.74M","-0.09%"
"Jan 14, 2015","4,145.84","4,122.08","4,165.00","4,108.31","203.67M","-0.49%"
"Jan 15, 2015","4,089.65","4,162.10","4,169.44","4,085.70","193.25M","-1.36%"
"Jan 16, 2015","4,142.14","4,087.88","4,143.53","4,078.85","219.41M","1.28%"
"Jan 20, 2015","4,171.21","4,164.43","4,181.34","4,117.15","179.53M","0.70%"
"Jan 21, 2015","4,192.09","4,158.13","4,211.28","4,145.82","172.84M","0.50%"
"Jan 22, 2015","4,270.36","4,215.00","4,274.15","4,173.54","198.40M","1.87%"
"Jan 23, 2015","4,278.14","4,268.53","4,292.88","4,258.48","150.75M","0.18%"
"Jan 26, 2015","4,275.72","4,271.10","4,282.48","4,254.47","160.35M","-0.06%"
"Jan 27, 2015","4,165.50","4,200.88","4,209.40","4,151.15","212.92M","-2.58%"
"Jan 28, 2015","4,140.38","4,233.74","4,235.15","4,140.38","241.77M","-0.60%"
"Jan 29, 2015","4,181.35","4,134.52","4,189.54","4,103.72","216.73M","0.99%"
"Jan 30, 2015","4,148.43","4,178.62","4,210.85","4,144.03","274.93M","-0.79%"
"Feb 02, 2015","4,188.59","4,162.19","4,189.09","4,094.73","208.98M","0.97%"
"Feb 03, 2015","4,229.15","4,201.94","4,229.15","4,174.23","203.04M","0.97%"
"Feb 04, 2015","4,221.20","4,202.43","4,248.84","4,198.74","214.38M","-0.19%"
"Feb 05, 2015","4,256.18","4,229.62","4,258.00","4,220.17","163.60M","0.83%"
"Feb 06, 2015","4,228.68","4,259.98","4,271.28","4,214.89","167.84M","-0.65%"
"Feb 09, 2015","4,216.09","4,209.81","4,235.24","4,206.76","147.60M","-0.30%"
"Feb 10, 2015","4,281.15","4,240.04","4,286.43","4,232.99","161.42M","1.54%"
"Feb 11, 2015","4,297.28","4,284.76","4,305.35","4,277.65","163.97M","0.38%"
"Feb 12, 2015","4,347.97","4,321.41","4,347.97","4,317.98","190.10M","1.18%"
"Feb 13, 2015","4,384.03","4,359.78","4,384.03","4,351.02","153.50M","0.83%"
"Feb 17, 2015","4,385.34","4,379.31","4,387.32","4,370.63","162.95M","0.03%"
"Feb 18, 2015","4,390.91","4,378.73","4,393.19","4,374.23","124.39M","0.13%"
"Feb 19, 2015","4,411.86","4,388.92","4,415.79","4,388.44","131.40M","0.48%"
"Feb 20, 2015","4,443.05","4,406.75","4,444.62","4,397.62","170.39M","0.71%"
"Feb 23, 2015","4,449.49","4,441.26","4,449.49","4,430.86","150.41M","0.14%"
"Feb 24, 2015","4,451.03","4,442.13","4,455.52","4,428.82","144.74M","0.03%"
"Feb 25, 2015","4,440.59","4,441.08","4,461.11","4,429.90","141.19M","-0.23%"
"Feb 26, 2015","4,462.27","4,443.55","4,463.81","4,430.79","143.71M","0.49%"
"Feb 27, 2015","4,440.67","4,459.86","4,464.31","4,435.65","157.30M","-0.48%"
"Mar 02, 2015","4,483.05","4,452.80","4,483.97","4,450.86","159.10M","0.95%"
"Mar 03, 2015","4,458.78","4,466.53","4,473.64","4,433.51","149.41M","-0.54%"
"Mar 04, 2015","4,445.36","4,442.41","4,452.37","4,421.00","143.57M","-0.30%"
"Mar 05, 2015","4,452.06","4,454.89","4,464.48","4,433.94","137.75M","0.15%"
"Mar 06, 2015","4,399.23","4,442.19","4,453.93","4,389.82","162.66M","-1.19%"
"Mar 09, 2015","4,412.99","4,406.87","4,424.22","4,391.62","135.91M","0.31%"
"Mar 10, 2015","4,329.08","4,376.03","4,381.62","4,329.08","179.46M","-1.90%"
"Mar 11, 2015","4,305.38","4,336.05","4,342.87","4,304.28","154.10M","-0.55%"
"Mar 12, 2015","4,336.23","4,302.73","4,339.20","4,300.87","163.28M","0.72%"
"Mar 13, 2015","4,314.90","4,328.09","4,347.87","4,289.30","162.06M","-0.49%"
